id,address,city,state,zip
7979,379 West Broadway,New York,NY,10012
7980,10326 Old Leo Road,Fort Wayne,IN,46825
7981,1717 Union Road,Gastonia,NC,28054
7982,2840-2860 West Ina Road,Tucson,AZ,85741
7983,2401 Elliott Avenue,Seattle,WA,98121
7984,30-110 Quaker Lane,Warwick,RI,02886
7985,2101 Collins Boulevard,Covington,LA,70433
7986,2226 Campostella Road,Chesapeake,VA,23324
7987,9002 Sheridan Road,Kenosha,WI,53143
7988,4975 Wiley Post Way,Salt Lake City,UT,84116
7989,7111 Vedder Drive,Indianapolis,IN,46241
7990,"2351 Valleywood Drive, S.E.",Grand Rapids,MI,49546
7991,1300 S. Pleasant Valley,Austin,TX,78741
7992,3800 Watt Avenue,Sacramento,CA,95821
7993,2410-2460 Weston Road,Weston,FL,33326
7994,1710 West Deyoung Street,Marion,IL,62959
7995,3075 Highland Parkway,Downers Grove,IL,60515
7996,4018 Westhollow Parkway,Houston,TX,77082
7997,125 Sahara Drive,Pacheco,CA,94553
7998,611-617 West 148th Street,New York,NY,10031
7999,652 Hempstead Turnpike,Franklin Square,NY,11010
8000,6976 West Bell Road,Glendale,AZ,85308
8001,9325 Poplar Avenue,Germantown,TN,38138
8002,20530 13 Mile Road,Roseville,MI,48066
8003,4500 Parrish Manor Drive,Garner,NC,27529
8004,30 Bond Street,New York,NY,10012
8005,6083 - 6123 Capital Blvd.,Raleigh,NC,27616
8006,866 Third Avenue,New York,NY,10022
8007,7900 International Drive,Bloomington,MN,55425
8008,115 West 30th Street,New York,NY,10001
8009,1905-2501 Plank Road,Fredericksburg,VA,22401
8010,4005-4019 South Old State Road 37,Bloomington,IN,47403
8011,5041 Ringwood Meadows,Sarasota,FL,34235
8012,"230, 306, 320 & 400 2nd Street South",Waite Park,MN,56387
8013,15222 JFK Boulevard,Houston,TX,77032
8014,"25, 35 & 45  Flagstick Lane and 50 & 60 Linkside Drive",Magnolia,DE,19962
8015,1300 West Belmont Street,Chicago,IL,60657
8016,50 Gibson Place,Freehold,NJ,07728
8017,751 Arkansas Highway 16 East,Siloam Springs,AR,72761
8018,14150 Tomball Parkway,Houston,TX,77086
8019,1744 Ella Lane,Howell,MI,48843
8020,3200 Bissonet Street,Houston,TX,77056
8021,2619-2795 Tapo Canyon Road,Simi Valley,CA,93065
8022,2335 Atkinson Road,Biloxi,MS,39531
8023,10320 Little Patuxent Parkway,Columbia,MD,21044
8024,22322 Gilberto,Rancho Santa Margarita,CA,92688
8025,2000-2046 45th Street,Highland,IN,46322
8026,64 Equinox Terrace,Manchester,VT,05255
8027,2514 SW Military Drive,San Antonio,TX,78224
8028,970-1138 West Valley Parkway,Escondido,CA,92025
8029,1620 South Padre Island Drive,Corpus Christi,TX,78416
8030,904 21st Street,Lincoln,IL,62656
8031,701 & 801 Charles Ewing Boulevard,Ewing,NJ,08628
8032,180 N. Michigan Avenue,Chicago,IL,60601
8033,900 David Court,Elizabethtown,KY,42701
8034,1300 & 1301 Southeast Kettlestone Boulevard,Waukee,IA,50263
8035,5602 Pacific Avenue,Tacoma,WA,98408
8036,3800 East Lombard Street,Baltimore,MD,21224
8037,3495 Deer Creek Road,Palo Alto,CA,94304
8038,8 Titleist Drive and 6124 Jack Drive,Salisbury,MD,21804
8039,901 - 1131 Avenue C,Denton,TX,76201
8040,1057-1059 Lexington Avenue,New York,NY,10021
8041,7122 Beverly Boulevard,Los Angeles,CA,90036
8042,311 North Riverpoint Boulevard,Spokane,WA,99202
8043,1 East Delaware Place,Chicago,IL,60611
8044,402 East 74th Street,New York,NY,10021
8045,12223-12273 Highland Avenue,Rancho Cucamonga,CA,91701
8046,366 Windsor Highway,New Windsor,NY,12553
8047,4340 13th Ave.,Fargo,ND,58103
8048,"300, 306, 308, 310, 314, 320, 324, 328, 330, 336, 342, 344, 348 & 380 South Twin Oaks Valley Road",San Marcos,CA,92078
8049,2101 Paces Ferry Road,Smyrna,GA,30080
8050,410-420 Tarrytown Road,White Plains,NY,10607
8051,3800 Greenway Circle,Lawrence,KS,66046
8052,20079 Stone Oak Parkway,San Antonio,TX,78258
8053,2851 Wallingford Drive,Houston,TX,77042
8054,5657 Baltimore National Pike and 808 Ingleside Avenue,Catonsville,MD,21228
8055,1144 West Prospect Road,Ashtabula,OH,44404
8056,17474-17568 Yorba Linda Boulevard,Yorba Linda,CA,92886
8057,7441 West Lake Mead Boulevard,Las Vegas,NV,89128
8058,4500 South Congress Avenue,Austin,TX,78745
8059,245-285 S. Palm Canyon Drive,Palm Springs,CA,92264
8060,"1375, 1385, 1405 East Main Street",El Cajon,CA,92021
8061,1691 Red Robin Road,Columbus,OH,43229
8062,2850 Red Hill Avenue,Santa Ana,CA,92705
8063,1337 South Washington Street,North Attleboro,MA,02760
8064,2900 Pike Street,Parkersburg,WV,26101
8065,300 East Prosser Road,Cheyenne,WY,82007
8066,991 South State Road 7,Plantation,FL,33317
8067,1775 Arriba Drive,Bullhead City,AZ,86442
8068,403-439 West Main Street,Merced,CA,95340
8069,5601 Duncan Road,Punta Gorda,FL,33982
8070,6310-6842 Telephone Road,Houston,TX,77087
8071,23423 US Highway 59,Houston,TX,77339
8072,4226 Desoto Avenue,Fort Myers,FL,33905
8073,1650 Elmwood Avenue,Brighton,NY,14618
8074,2601 West Oak Street,Denton,TX,76201
8075,2520 Southeast Stratus Avenue,Mcminnville,OR,97128
8076,4545 Chabot Drive,Pleasanton,CA,94588
8077,6622 Mineral Point Road,Madison,WI,53705
8078,655 Farmington Avenue,New Britain,CT,06053
8079,281 North Spring Street,Sparta,TN,38583
8080,9 Park Center Court,Owings Mills,MD,21117
8081,3115 Fry Road,Katy,TX,77449
8082,12810 Old Stage Road,Chester,VA,23836
8083,62880 West LaSalle Road,Montrose,CO,81401
8084,7601 North 9th Avenue,Pensacola,FL,32514
8085,3855 Blair Mill Rd,Horsham,PA,19044
8086,400 East 17th Street,Brooklyn,NY,11226
8087,1200-1258 Remington Road,Schaumburg,IL,60173
8088,1211 West College Avenue,Santa Rosa,CA,95401
8089,1363 West Pacheco Boulevard,Los Banos,CA,93635
8090,3000 Lakehaven Drive,Ann Arbor,MI,48104
8091,3333 Virginia Beach Boulevard,Virginia Beach,VA,23452
8092,9970-9996 Scripps Ranch Boulevard,San Diego,CA,92131
8093,268 West Lake Road,Canadice,NY,14471
8094,5509 Deauville Boulevard,Midland,TX,79706
8095,4206 West New Hope Road,Rogers,AR,72758
8096,50 Burnt Church Road,Bluffton,SC,29910
8097,222 Delaware Avenue,Wilmington,DE,19801
8098,13443 Rosecrans Avenue,Santa Fe Springs,CA,90670
8099,11320 Random Hills Road,Fairfax,VA,22030
8100,11550 Louetta Road,Houston,TX,77070
8101,11412 Northeast 49th Street,Vancouver,WA,98682
8102,2501 Seaport Drive,Chester,PA,19013
8103,2845 East Hatch Road,Ceres,CA,95307
8104,5830 North Clinton Street,Fort Wayne,IN,46825
8105,644 Valley Road,Montclair,NJ,07043
8106,1445 Towne Square Boulevard N.W.,Roanoke,VA,24012
8107,363 Ocean Parkway,Brooklyn,NY,11218
8108,14150 Vine Place,Cerritos,CA,90703
8109,1440 W.O. Ezell Boulevard,Spartanburg,SC,29301
8110,4800 Providence Park Drive,Charlotte,NC,28270
8111,4311 Central Avenue,Charlotte,NC,28205
8112,2480 South Glebe Road,Arlington,VA,22204
8113,933 West Belmont Avenue,Chicago,IL,60657
8114,100 Dorris Williams Industrial Drive,Villa Rica,GA,30180
8115,211 East Pleasant Street,Baltimore,MD,21202
8116,401 West Pine Avenue,Lompoc,CA,93436
8117,1779-1817 East Broadway Street,Oviedo,FL,32765
8118,220 Kentlands Blvd,Gaithersburg,MD,20878
8119,430 Drummond Street,Morgantown,WV,26505
8120,240-290 Eliot Street,Ashland,MA,01721
8121,630-644 West Chapman Boulevard,Placentia,CA,92870
8122,935 - 1385 Carraige Hill Lane,Hamilton,OH,45013
8123,2661 West McNabb Road,Pompano Beach,FL,33069
8124,10 Marshall Street,Hartford,CT,06105
8125,"36, 38, 70, 92 and 195 Westside Drive and 121-128 Blackhawk Road",Cullowhee,NC,28723
8126,4399 Aplicella Court,Manteca,CA,95337
8127,2821 West Horizon Ridge Parkway,Henderson,NV,89052
8128,525 West 238th Street,Riverdale,NY,10463
8129,6529 Stone Road,Port Richey,FL,34668
8130,1745 N. Wilcox Ave.,Los Angeles,CA,90028
8131,25335 Budde Road,Spring,TX,77380
8132,33 Le Count Place,New Rochelle,NY,10801
8133,12360-12430 Riverside Drive,Los Angeles,CA,91607
8134,10556 Marty Street,Overland Park,KS,66212
8135,1595 Boston Post Road,Milford,CT,06460
8136,19501 Statesville Road,Cornelius,NC,28031
8137,11120 International Drive,Rancho Cordova,CA,95670
8138,7402 - 7410 Hollister Avenue,Goleta,CA,93111
8139,130 North 56th Street,Mesa,AZ,85205
8140,6310 Lemmon Ave,Dallas,TX,75209
8141,101 West Broadway; 324 Horton Plaza,San Diego,CA,92101
8142,1250-1280 Maryland Avenue Southwest,Washington,DC,20024
8143,4505-4705 East Industrial Street,Simi Valley,CA,93063
8144,5609 Raby Road,Norfolk,VA,23502
8145,6917-6937 Arlington Road,Bethesda,MD,20814
8146,3254 Las Vegas Trail,Fort Worth,TX,76116
8147,933 North Hairston Road,Stone Mountain,GA,30083
8148,125 Westchester Avenue,White Plains,NY,10601
8149,150 South Magnolia Avenue,Anaheim,CA,92804
8150,1702 Summerfield Drive,Lebanon,TN,37087
8151,601-617 Ixoria Avenue,Fort Pierce,FL,34982
8152,NWC Bell Rd. & 83rd Ave.,Glendale,AZ,85306
8153,8320 South Pulaski Road,Chicago,IL,60652
8154,33 SW 2nd Avenue,Miami,FL,33130
8155,"2321, 2341, 2345, 2351 Sunset Boulevard",Rocklin,CA,95765
8156,3535 West Dunlap Avenue,Phoenix,AZ,85051
8157,42101 and 42105 North 41st Drive,Phoenix,AZ,85086
8158,3105 Edenborn Avenue,Metairie,LA,70002
8159,3500 Youngfield Street,Wheat Ridge,CO,80033
8160,3502 West Camelback Road,Phoenix,AZ,85019
8161,215 Dande Drive,Brandon,MS,39042
8162,4245 5th Avenue,Lake Charles,LA,70607
8163,31500 Northwestern Highway,Farmington Hills,MI,48334
8164,See Footnote (2),Eastchester,NY,10709
8165,2174 Sharp Court,Fern Park,FL,32730
8166,5800 Rodeo Road,Los Angeles,CA,90016
8167,75 Rancho Road,Thousand Oaks,CA,91362
8168,2412 West State Street,Alliance,OH,44601
8169,312 Second Street,Natchitoches,LA,71457
8170,103 West 23rd Street,Panama City,FL,32405
8171,5815 82nd,Lubbock,TX,79424
8172,4825 Sugarloaf Parkway,Lawrenceville,GA,30044
8173,1 Dillon Road,Hilton Head,SC,29926
8174,9910-9940 Wadsworth Parkway,Westminster,CO,80021
8175,8000-8008 Corporate Center Drive,Charlotte,NC,28266
8176,2655 West Farm Road 164,Springfield,MO,65807
8177,600 Enterprise Boulevard,Rockport,TX,78382
8178,5000 W. Sunset Blvd.,Hollywood,CA,90027
8179,2220-2234 West Park Row,Pantego,TX,76013
8180,3200 Braeburn Circle,Ann Arbor,MI,48108
8181,10 Neptune Boulevard,Neptune,NJ,07753
8182,3015 Highway 29 South,Alexandria,MN,56308
8183,6427-6541 Canton Center Road,Canton,MI,48187
8184,9202-9220 SW Barbur Boulevard,Portland,OR,97219
8185,1100 & 1200 Jadwin Avenue,Richland,WA,99352
8186,6500 Kansas Avenue,Kansas City,KS,66111
8187,150 North Grand Avenue,West Covina,CA,91791
8188,8140 Walnut Hill Lane,Dallas,TX,75231
8189,545 Goucher Street,Johnstown,PA,15905
8190,US Highway 501,Conway,SC,29526
8191,120-154 North Perry Road,Plainfield,IN,46168
8192,3080/3090 Voorhies Avenue and 3845/3855 Shore Parkway,Brooklyn,NY,11235
8193,1400 N. Germantown Parkway,Cordova,TN,38016
8194,"6630 South McCarran Boulevard, Building C",Reno,NV,89509
8195,1718-1720 Peachtree Street NW,Atlanta,GA,30309
8196,706 Dennis Street Southeast,Tumwater,WA,98501
8197,1177 South Norton Ave.,Los Angeles,CA,90019
8198,2855-2915 and 3333 South Congress Avenue,Delray Beach,FL,33445
8199,1300 West Belmont Avenue,Chicago,IL,60657
8200,898 Sepulveda Boulevard,Harbor City,CA,90710
8201,12630 Nettles Drive,Newport News,VA,23606
8202,299 Walker Road,Jackson,TN,38305
8203,114 West Magnolia Street,Bellingham,WA,98225
8204,US Route 1,Yarmouth,ME,04096
8205,10020-10070 Dorchester Road,Summerville,SC,29485
8206,10400 W. McDowell Road,Avondale,AZ,85323
8207,2541-2566 Redbud Lane,Lawrence,KS,66046
8208,12551-12561 Saticoy Street South,North Hollywood,CA,91605
8209,9605 Jefferson Highway,River Ridge,LA,70123
8210,5725 and 5727 Tibaron Lane,Toledo,OH,43615
8211,9867-9931 Magnolia Avenue,Riverside,CA,92503
8212,11500 West Olympic Blvd.,Los Angeles,CA,90064
8213,7612 Baca Lane,Santa Fe,NM,87507
8214,275 Commerce Drive,Fort Washington,PA,19034
8215,17600 Pearl Road,Strongsville,OH,44136
8216,2-20 and 24-30 Saddle Ridge Court,Wilmington,DE,19808
8217,7600 Stenton Avenue,Philadelphia,PA,19118
8218,2411 Alaskan Way,Seattle,WA,98121
8219,12665 Foothill Boulevard,Sylmar,CA,91342
8220,369 West Vine Street,Lexington,KY,40507
8221,731 South 4th Street,Las Vegas,NV,89101
8222,401 East Sligh Avenue,Tampa,FL,33604
8223,"5091, 5095, 5111, 5131 Kipling Street",Wheat Ridge,CO,80033
8224,1160-1170 Broadway (Rt. 1),Saugus,MA,01906
8225,12812 Old Glenn Highway,Eagle River,AK,99577
8226,6428 S. Hwy 85/87,Fountain,CO,80817
8227,1221-1245 Eastern Boulevard,Essex,MD,21221
8228,825 Johns Road,Boerne,TX,78006
8229,"1100 Walnut Street, 1110 Main Street, 1200 Grand Boulevard, 1211 Walnut Street, 1034 Main Street",Kansas City,MO,64105
8230,SWC of DeKalb Street and Campbell Street,Camden,SC,29020
8231,SWQ State Rt.42 and interstate 81,Woodstock,VA,22405
8232,310 Littleton Road,Westford,MA,01886
8233,1801 Broadacres Drive,Clementon,NJ,08021
8234,185 Asylum Street,Hartford,CT,06103
8235,160 Union Avenue,Memphis,TN,38103
8236,3001 North Thatcher Avenue,River Grove,IL,60171
8237,2365 Iron Point Road,Folsom,CA,95630
8238,3319 Avalon Street,Riverside,CA,92509
8239,1838 Greene Tree Road,Pikesville,MD,21208
8240,7453-7501 Linton Hall Road,Gainesville,VA,20155
8241,1305 North Commerce Drive,Saratoga Springs,UT,84043
8242,5202 Texana Drive,San Antonio,TX,78249
8243,1517 North Newhope Avenue,Santa Ana,CA,92703
8244,4000 - 4020 South 57th Avenue,Greenacres,FL,33463
8245,34125 US Highway 19 North,Palm Harbor,FL,34684
8246,Beacon Hill,Boston,MA,02114
8247,18156 Prairie Avenue,Torrance,CA,90504
8248,591 Camino De La Reina,San Diego,CA,92108
8249,10075 Philadelphia Drive,White Marsh,MD,21162
8250,12 Reads Way,New Castle Hundred,DE,19720
8251,250 East Wisconsin Avenue,Milwaukee,WI,53202
8252,200 & 250 Cochrane Road,Morgan Hill,CA,95037
8253,303 Southeast 17th Street,Ocala,FL,34471
8254,1515 South 1200 West,Ogden,UT,84404
8255,101 Harborside Avenue,Punta Gorda,FL,33950
8256,225 Meyer Street,Arvin,CA,93203
8257,4055 Austin Boulevard,Island Park,NY,11558
8258,345-357 South Main Street,Cheshire,CT,06410
8259,10329-10487 SW Cascade Boulevard,Tigard,OR,97223
8260,25114 Grogan's Mill Road,Spring,TX,77380
8261,6014 U.S. Highway 19,New Port Richey,FL,34652
8262,2449 McMullen Booth Road,Clearwater,FL,34695
8263,711 Navarro Street,San Antonio,TX,78205
8264,21480-21580 Yorba Linda Boulevard,Yorba Linda,CA,92887
8265,5800 Maudina Drive,Nashville,TN,37209
8266,29760-29764 Rancho California Road,Temecula,CA,92591
8267,4880 Highway 18 West,Jackson,MS,39202
8268,430 North McLean Boulevard,South Elgin,IL,60177
8269,736 South 900 East,St. George,UT,84790
8270,256 Ragland Road,Beckley,WV,25919
8271,7200 West Bell Road,Glendale,AZ,85308
8272,20 South Telegraph Road,Waterford,MI,48328
8273,29405 - 29499 Rancho California Road,Temecula,CA,92591
8274,1605 Olivenhain Road,Encinitas,CA,92024
8275,9301 Shirley Avenue,Northridge,CA,91324
8276,10101 Newport Sound Place,New Smyrna Beach,FL,32168
8277,1111 Route 73,Mount Laurel,NJ,08054
8278,6900 West Kellogg Drive,Wichita,KS,67209
8279,5180 and 5250 Medford Drive,Hoover,AL,35244
8280,926 Northeast Main Street,Simpsonville,SC,29681
8281,1600 S. Brahma Blvd,Kingsville,TX,78363
8282,2201-2241 Route 1,North Brunswick,NJ,08902
8283,317 SW Alder St & 529 SW 3rd Ave,Portland,OR,97204
8284,200 Goodman Road and 7090 Malco Boulevard,Southaven,MS,38671
8285,17954 FM 529,Houston,TX,77095
8286,888 Seventh Avenue,New York,NY,10106
8287,4831 Whittier Boulevard,Los Angeles,CA,90022
8288,1000 Commons Boulevard,Myrtle Beach,SC,29572
8289,401 Anderson Street,College Station,TX,77840
8290,2230 Eagle Creek Lane,Woodbury,MN,55129
8291,120 West Dobbins Road,Phoenix,AZ,85041
8292,7664-7668 West Lake Mead Boulevard,Las Vegas,NV,89128
8293,4040 E. Thomas Road,Phoenix,AZ,85018
8294,611 South Palm Canyon & 610 South Belardo Road,Palm Springs,CA,92264
8295,11020 Huebner Oaks,San Antonio,TX,78230
8296,2950 Waters Road Southwest,Atlanta,GA,30354
8297,247 E. 28th St.,New York,NY,10016
8298,906-952 N. Morton Avenue,Franklin,IN,46131
8299,320 North Park Vista Street,Anaheim,CA,92806
8300,2401 South Sante Fe Avenue,Los Angeles,CA,90058
8301,1100 Rabbit Run Circle,Ann Arbor,MI,48103
8302,244 Cordele Road,Albany,GA,31705
8303,312 Marshall Avenue,Laurel,MD,20707
8304,611 Degraw Street,Brooklyn,NY,11217
8305,1 West 4th Street,Cincinnati,OH,45202
8306,575 Broadway,New York,NY,10012
8307,4550 SW Murray Blvd.,Beaverton,OR,97005
8308,10 Corporate Circle,New Castle,DE,19720
8309,2600-2620 Commerce Drive,Libertyville,IL,60048
8310,405 Lexington Avenue,New York,NY,10174
8311,8390 South Dixie Highway,Miami,FL,33143
8312,2901 Eagle Drive,Woodstock,GA,30189
8313,20515 Highway 59 North,Humble,TX,77338
8314,90 Garth Road,Scarsdale,NY,10583
8315,3232 South Clifton Avenue,Wichita,KS,67216
8316,"79305, 79395 & 79405 Highway 111",La Quinta,CA,92253
8317,401 Route 73 North,Marlton,NJ,08053
8318,23550 North Lake Pleasant Parkway,Peoria,AZ,85383
8319,9211 East Independence Boulevard,Matthews,NC,28105
8320,2784 Milwaukee Road,Beloit,WI,53511
8321,3642-3664 West 9800 South Street,South Jordan,UT,84095
8322,500 Chapel Drive,Tallahassee,FL,32304
8323,1111 Prospect St.,La Jolla,CA,92037
8324,2201-2215 West Hillsboro Boulevard,Deerfield Beach,FL,33442
8325,100 Filbert Street,Oakland,CA,94595
8326,5615-5645 Hempstead Road & 2105-2109 Wightman,Pittsburgh,PA,15217
8327,3563 Philips Highway,Jacksonville,FL,32207
8328,1306 Cedarbrook Drive,Goshen,IN,46526
8329,1500 Richmond Road,Santa Paula,CA,93060
8330,200 Copperline Drive,Chapel Hill,NC,27516
8331,601 West Wenger Road,Englewood,OH,45322
8332,712 Windy Way,Newport News,VA,23602
8333,159 Plaza Drive,Forest City,NC,28043
8334,2100 College Drive,Baton Rouge,LA,70808
8335,320 Atlantic Avenue,East Rockaway,NY,11518
8336,6360 B Drive North,Battle Creek,MI,49014
8337,15630 Middlebury Drive,Dearborn,MI,48120
8338,1522 Pacheco Street,Santa Fe,NM,87501
8339,"818-826 Mahler Road, 1501-1545 Bayshore Hwy.",Burlingame,CA,94010
8340,200 North Luzerne Road,Queensbury,NY,12804
8341,21 Second Street Southwest,Rochester,MN,55903
8342,420 E Street,Boston,MA,02210
8343,3111 North St. Helena Highway,St. Helena,CA,94574
8344,8600 Allisonville Road,Indianapolis,IN,46250
8345,14141 Southwest Freeway,Sugar Land,TX,77478
8346,300 South Doheny Drive,Los Angeles,CA,90048
8347,201 Airside Drive,Danville,VA,24540
8348,2202 South Cedar Street,Tacoma,WA,98405
8349,431 St. James Avenue,Goose Creek,SC,29445
8350,286 New Portland Road,Gorham,ME,04038
8351,7 Great Jones Street,New York,NY,10012
8352,3268 and 3336 Progress Way,Wilmington,OH,45177
8353,11223 Highway 63 South,Lucedale,MS,39452
8354,5701 Tinker Diagonal,Midwest City,OK,73110
8355,8225 West McDowell Road,Phoenix,AZ,85035
8356,11411 West 183rd Street,Orland Park,IL,60467
8357,130 North Lakewood Road,Lake In The Hills,IL,60156
8358,515 North Lake Street,Madison,WI,53703
8359,8103 Bandera Road,San Antonio,TX,78250
8360,NWC 131st Street and Hazel Dell Parkway,Carmel,IN,46032
8361,4625 & 4635 West McDowell Road,Phoenix,AZ,85035
8362,32720 Grand River Avenue,Farmington,MI,48336
8363,501-513 E. National Avenue,Indianapolis,IN,46227
8364,63 Madison Avenue,New York,NY,10016
8365,915 South Brookhurst Street,Anaheim,CA,92804
8366,7509 State Road 52,Bayonet Point,FL,34667
8367,4101 East Baseline Road,Gilbert,AZ,85234
8368,7250 and 7300 Hudson Boulevard,Oakdale,MN,55128
8369,802 Crossgate Road,Port Wentworth,GA,31407
8370,2700 East 28th Street,Minneapolis,MN,55406
8371,3280 Gateway Street,Springfield,OR,97477
8372,10235 Colerain Avenue,Cincinnati,OH,45251
8373,149 East Gordon Lane,Murray,UT,84107
8374,1760-1790 Stringtown Road,Grove City,OH,43123
8375,8300 Cherry Avenue,Fontana,CA,92335
8376,2877-2883 Surveyor Street,Pomona,CA,91768
8377,3235 NW Plaza Street,Silverdale,WA,98383
8378,1301-1423 Nicolet Place,Detroit,MI,48207
8379,100 Chapel Lakes Drive,Wetumpka,AL,36092
8380,4375 Eastex Freeway,Jefferson,TX,77706
8381,9950 Westpark Drive,Houston,TX,77063
8382,115 East River Street,Savannah,GA,31401
8383,34 Peachtree Street,Atlanta,GA,30303
8384,17800 Southeast Stark Street,Portland,OR,97233
8385,4606 Westway Park Boulevard,Houston,TX,77041
8386,198 Maine Mall Road,South Portland,ME,04106
8387,4500 West Ann Lurie Place,Chicago,IL,60632
8388,6910 North Holmes Street,Gladstone,MO,64118
8389,2613-2617 Crawfordville Highway,Crawfordville,FL,32327
8390,8455 Crestway Road,Converse,TX,78109
8391,2415 - 2435 W. Bradley Avenue,Champaign,IL,61821
8392,350 Meijer Drive,Florence,KY,41042
8393,9045 W Indian School Road,Phoenix,AZ,85037
8394,100 River Bend Drive,West Columbia,SC,29169
8395,4991-4999 Longley Lane,Reno,NV,89502
8396,24 E. Santa Inez Avenue,San Mateo,CA,94401
8397,5040 Jackson Street,North Highlands,CA,95660
8398,309 Canal Street,New York,NY,10013
8399,302 West Bay Area Boulevard,Webster,TX,77598
8400,200 Crossing Boulevard,Bridgewater,NJ,08807
8401,4428 SE 44th St.,Oklahoma City,OK,73135
8402,1950 North Haggerty Road,Canton,MI,48187
8403,4809 West Waco Drive,Waco,TX,76710
8404,6471 Lone Tree Way and 2411-2415 Empire Avenue,Brentwood,CA,94513
8405,1155 35th Lane,Vero Beach,FL,32960
8406,1575 Pel Street,Orlando,FL,32826
8407,1809 and 1821 North Pointe Drive,Durham,NC,27705
8408,111 Ship Creek Avenue,Anchorage,AK,99501
8409,125 E. Main Street,Rochester,NY,14604
8410,225 Water Street,Binghamton,NY,13901
8411,2548 Camino Ortiz,Santa Fe,NM,87507
8412,19608 Liverpool Parkway,Cornelius,NC,28031
8413,5105-5127 Berwyn Road,College Park,MD,20740
8414,20 East Avenue,Lewiston,ME,04240
8415,15225-15237 Texaco Avenue,Paramount,CA,90723
8416,400 Columbus Avenue,Valhalla,NY,10595
8417,2035 E. Sherman Blvd.,Muskegon,MI,49444
8418,"2175 K Street, N.W.",Washington,DC,20037
8419,3211 North Monroe Street,Tallahassee,FL,32303
8420,2305-2421 East Bonanza Road,Las Vegas,NV,89101
8421,4602 and 4638 Campbell Street,Kansas City,MO,64110
8422,3451 South Dogwood Road,El Centro,CA,92243
8423,5805 E. Sam Houston Parkway North,Houston,TX,77049
8424,11500 Webb Bridge Way,Alpharetta,GA,30005
8425,12 Civic Center Plaza,Mankato,MN,56001
8426,2650 Lombardy Lane,Dallas,TX,75220
8427,501 Technology Center Drive,Stoughton,MA,02072
8428,5850-5995 North London Avenue,Kansas City,MO,64151
8429,"6001, 7003, 8200, 9200, 10200, 10204, 11003 Hampden Drive; 1200, 2002, 3200, 4200, 5100 Montjoy Way; 12002, 13002, 14002, 15002 Canter Trail; 16002, 17002 Amble Trail",Greenville,SC,29609
8430,1200 Skokie Boulevard,Northbrook,IL,60062
8431,42-95 Main Street,Flushing,NY,11355
8432,51 Stratford Road,Brooklyn,NY,11218
8433,2604 Airline Boulevard,Portsmouth,VA,23701
8434,577 Branchlands Boulevard,Charlottesville,VA,22901
8435,8901 - 9099 Metcalf Avenue,Overland Park,KS,66212
8436,807 Flame Circle,San Antonio,TX,78221
8437,2207 State Highway 35 Business North,Rockport,TX,78382
8438,3900 Cross Creek Road,Malibu,CA,90265
8439,22067 Ferrero Parkway,City Of Industry,CA,91789
8440,377 Keahole Street,Honolulu,HI,96825
8441,75 Old Broadway East,North Haven,CT,06473
8442,5828 Summer Avenue,Memphis,TN,38134
8443,4625 Clark Road,Sarasota,FL,34233
8444,5555 Golden Gate Parkway,Naples,FL,34116
8445,28 Diana Lane,Dracut,MA,01826
8446,5925 University Avenue,Cedar Falls,IA,50613
8447,7813-7833 Gall Boulevard,Zephyrhills,FL,33541
8448,1100 North Market Boulevard,Sacramento,CA,95834
8449,411 West Agency Road,West Burlington,IA,52655
8450,12903 Brant Rock Drive,Houston,TX,77082
8451,16400 Henderson Pass,San Antonio,TX,78232
8452,1440 Central Avenue,Albany,NY,12205
8453,26131 Dequindre Road,Madison Heights,MI,48071
8454,1300-1540 River Valley Boulevard,Lancaster,OH,43130
8455,3685 Houston Levee Road,Collierville,TN,38017
8456,2680 E. La Cadena Drive,Riverside,CA,92507
8457,7110 Ambassador Rd.,Baltimore,MD,21244
8458,128 The Parkway,Greenville,SC,29615
8459,1040 Henderson Drive,Jacksonville,NC,27540
8460,1110 Stafford Market Place,Stafford,VA,22556
8461,1237-1251 Parkway Place,Clarksville,TN,37040
8462,501 Maplewood Drive,Jupiter,FL,33458
8463,660 Maxey Road,Houston,TX,77013
8464,799 South Second St,Coshocton,OH,43812
8465,28901 Greenfield Road,Southfield,MI,48076
8466,5601  Eastgate Drive,San Diego,CA,92121
8467,8000 Eden Road,Eden Prairie,MN,55344
8468,415 South La Brea Avenue,Los Angeles,CA,90036
8469,9835 Goethe Road,Sacramento,CA,95827
8470,1985 North Pointe Meadow Drive,Lehi,UT,84043
8471,415 North State Highway 265,Branson,MO,65616
8472,9400 McKnight Road,Pittsburgh,PA,15237
8473,2800 Sprouse Drive,Richmond,VA,23231
8474,7626 East 21st Street,Tulsa,OK,74129
8475,34800 Moravian Drive,Sterling Heights,MI,48312
8476,1540  1588 1718 East March Lane and 5052 West Lane,Stockton,CA,95210
8477,1200-1220 North Columbia Center Boulevard; 7500 West Quinalt Avenue,Kennewick,WA,99336
8478,2310 E Highland Ave,Phoenix,AZ,85016
8479,13740 S. John Young Parkway,Orlando,FL,32837
8480,9897 West McDowell Road,Tolleson,AZ,85353
8481,3420 East Shea Boulevard,Phoenix,AZ,85028
8482,62880 West Lasalle Road,Montrose,CO,81401
8483,2331 Lakeview Drive,Erie,PA,16506
8484,1202-1220 West Boston Post Road,Mamaroneck,NY,10543
